source,title,price_million_vnd,price_raw,price_per_m2_million,area_m2,bedrooms,floors,frontage_m,road_width_m,direction,property_type,legal_status,district,address,description,url,scraped_at
homedy_land_list,Duy nhất 🌟 1 lô đất 200m² sau QL14B – giá chỉ 7xx triệu 💥,795.0,795 Triệu,3.53,225.0,,,,14.0,,land,,Hoa Vang,Hoa Vang,"Duy nhất 🌟 1 lô đất 200m² sau QL14B – giá chỉ 7xx triệu 💥 🏡 Khu dân cư đông đúc – sạch sẽ – an ninh tốt 🚗 Cách Quốc lộ chỉ 300m, di chuyển cực...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/duy-nhat-1-lo-200m-sau-ql14b-gia-chi-7xx-trieu-es3175469,2026-05-18T22:08:25
homedy_land_list,💰 Có 7xx triệu – đầu tư gì sinh lời an toàn?Đừng bỏ qua đất trung tâm Đại Hiệp,760.0,760 Triệu,6.08,125.0,,,,14.0,,land,,Hoa Vang,Hoa Vang,💰 Có 7xx triệu – đầu tư gì sinh lời an toàn?Đừng bỏ qua đất trung tâm Đại Hiệp – cơ hội hiếm có ngay lúc này!🏡 Chỉ hơn 700 triệu bạn đã có thể:✅ Sở hữu...,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-7xx-trieu-dau-tu-gi-sinh-loi-an-toandung-bo-qua-trung-tam-dai-hiep-es3175299,2026-05-18T22:08:25
homedy_land_list,🌟Cơ hội duy nhất - 2 Mặt Tiền - giá tốt nhất khu vực🌟,760.0,760 Triệu,7.6,100.0,,,,14.0,,land,,Hoa Vang,Hoa Vang,🌟 CƠ HỘI DUY NHẤT – LÔ ĐẤT 2 MẶT TIỀN GIÁ TỐT NHẤT KHU VỰC! 🌟💰 Chỉ 760 triệu – giá tốt nhất thị trường📍 Vị trí: Ngay gần chợ Đại Hiệp• Khu dân cư đông...,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-hoi-duy-nhat-2-mat-tien-gia-tot-khu-vuc-es3175020,2026-05-18T22:08:25
homedy_land_list,💥 Còn duy nhất 3 lô “Ngọc Khương Brienz” giá 1.2x tỷ/lô🌟,1220.0,"1,22 Tỷ",9.76,125.0,,,10.0,,,land,,Hoa Vang,Hoa Vang,💥 Còn duy nhất 3 lô “Ngọc Khương Brienz” giá 1.2x tỷ/lô🌟- Diện tích mỗi lô 120m2 ngang 10m full thổ cư- Nằm ngay mặt tiền đường liên Huyện DH8 kết nối...,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/con-duy-nhat-3-lo-ngoc-khuong-brienz-gia-1-2x-ty-es3171551,2026-05-18T22:08:25
homedy_land_list,🏡 Khám phá đất Ngọc Khương Brienz - đất Hòa Vang đáng đầu tư nhất Đà Nẵng giá chỉ từ 900 triệu/lô,1190.0,"1,19 Tỷ",9.52,125.0,,,,14.0,,land,,Hoa Vang,Hoa Vang,"Khám phá đất Ngọc Khương Brienz – dự án đất nền Hòa Vang đáng đầu tư nhất Đà Nẵng. Vị trí đắc địa, pháp lý minh bạch, giá chỉ từ 900 triệu/lô.1. Tổng quan...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/kham-pha-ngoc-khuong-brienz-dang-dau-tu-nhat-gia-chi-900-trieu-lo-es3170564,2026-05-18T22:08:25
homedy_land_list,🌟 Cặp đất liền kề Hoà Tiến Mới - giá 920 triệu,920.0,920 Triệu,7.36,125.0,,,,5.0,,land,,Hoa Vang,Hoa Vang,"🌟 CẶP ĐẤT HOÀ TIẾN MỚI - GIÁ 920 TRIỆU/LÔ📌 Diện tích: 125m2 | đường 5m5 | sát đường DH8🔹 Dân cư hiện hữu , đất cao ráo, sạch sẽ🔶 Với 3km đến ngay...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/cap-lien-ke-tien-moi-gia-920-trieu-es3169708,2026-05-18T22:08:25
homedy_land_list,🌟 Cơ hội đầu tư cực hiếm – Sở hữu đất vàng chỉ từ 900 triệu/lô!,900.0,900 Triệu,7.5,120.0,,,,,,land,,Hoa Vang,Hoa Vang,"Vị trí đắc địa, nằm gần 3 điểm du lịch nổi tiếng: Cách Núi Thần Tài và Bà Nà Hills chỉ 6km Sát bên hồ Đồng Xanh – Đồng Nghệ, khí hậu trong lành, mát mẻ Gần...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-hoi-dau-tu-cuc-hiem-so-huu-chi-900-trieu-lo-es3170014,2026-05-18T22:08:25
homedy_land_list,💥 Chính thức mở bán 30 lô đất nền trung tâm Hòa Vang!,1180.0,"1,18 Tỷ",9.83,120.0,,,,,,land,,Hoa Vang,Hoa Vang,"Số lượng: 30 lô đất nền Giá bán: Từ 1 tỷ 1xx triệu/lô – giá cạnh tranh khu vực Vị trí: Trung tâm Hòa Vang, gần khu sinh thái Đồng Xanh Đồng Nghệ và khu...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-thuc-mo-30-lo-nen-trung-tam-es3168580,2026-05-18T22:08:39
homedy_land_list,"Bán BĐS Solara Thịnh Khương, Hòa Vang, Đà Nẵng - Giá Hấp Dẫn",850.0,850 Triệu,6.54,130.0,,,,,,land,,Hoa Vang,Hoa Vang,"BÁN ĐẤT ĐẸP HÒA KHƯƠNG – HÒA VANG – ĐÀ NẴNGVị trí vàng gần Quốc Lộ 14B, kết nối trung tâm Đà NẵngDiện tích: 130–180m², mặt tiền 5–7mGiá từ: 8xx triệu...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/bds-solara-thinh-khuong-gia-hap-dan-es3149220,2026-05-18T22:08:53
homedy_land_list,Bán Lô Đất 200M Thổ Cư – Kiệt 5M – Phường Hòa Xuân New,1290.0,"1,29 Tỷ",6.45,200.0,,,7.0,,,land,,Hoa Vang,Hoa Vang,"📍 Gần trường cấp 1, 2 – chợ - Trạm y tế – UBND📐 DT: 197,5m² (193m² đất ở) – Ngang 7m dài 28,5m🧭 Hướng Nam – Mát mẻ quanh năm🚗 Kiệt ô tô 5m – Xây nhà,...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-200m-tho-cu-kiet-5m-phuong-xuan-new-es3145758,2026-05-18T22:08:53
homedy_land_list,"Chính chủ bán dt 718m2 ngang 15,16m Thôn Khương Mỹ, Hòa Phong",2400.0,"2,4 Tỷ",3.34,718.9,,,15.16,,,land,,Hoa Vang,Hoa Vang,"Vị trí: Khương Mỹ, Hòa Phong, Hòa Vang, TP Đà Nẵng.Diện tích: 718,9m2 có 120m2 đất ở, mặt tiền ngang 15,16m, chiều dài 47m, vuông vức.Tiện ích: Đường giao...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-chu-dt-718m2-ngang-1516m-thon-khuong-my-phong-es3112820,2026-05-18T22:08:53
homedy_land_list,"Bán đất ngang 5,5m dt 120m2 đường 7m giá rẻ Hòa Khương, Hòa Vang, Đà Nẵng",1350.0,"1,35 Tỷ",11.25,120.0,,,5.5,7.0,,land,,Hoa Vang,Hoa Vang,"Đất nền Thôn Gò Hà, Hòa Khương, Hòa Vang, Đà Nẵng với diện tích 120m2, giá 1,35 tỷ VND. - Đường bê tông rộng 7m liên thôn, thuận tiện cho xe ô tô. Đã...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/ngang-55m-dt-120m2-duong-7m-gia-re-khuong-es3142267,2026-05-18T22:08:53
homedy_land_list,"Bán lô đất kiệt đẹp ô tô sau UBND Hoà Liên, gần trường chợ",1350.0,"1,35 Tỷ",10.19,132.5,,,,,,land,,Hoa Vang,Hoa Vang,"Kiệt ô tô vào tận nơi, đất dài, khu dân cư đông đúc và đầy đủ tiện ích cơ bản như gàn chợ, trường học các cấp, gần KCN, khu Công nghệ cao, cảng biển, các...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-kiet-dep-o-to-sau-ubnd-lien-gan-truong-cho-es3058981,2026-05-18T22:08:53
homedy_land_list,"Bán đất Nam Giang - giá 245 Triệu, 160mét vuông",245.0,245 Triệu,1.53,160.0,,,5.0,14.0,,land,,Hoa Vang,Hoa Vang,245triệu = 160m đất ở mặt tiền đường nhựa Quốc lộ 14B - Nam Giang245tr = 160mét = 5x32m (Có 130m đất ở Mặt tiền Quốc lộ 14B - Nam GiangĐường nhựa...,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/nam-giang-gia-245-trieu-160met-vuong-es2796742,2026-05-18T22:09:07
homedy_land_list,Chỉ 18tr/m2 sở hữu ngay lô đất kiệt đường Lưu quang vũ. Gần Chợ Khái Tây-p Hoà Quý.,2300.0,"2,3 Tỷ",18.4,125.0,,,5.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,📣📣Chỉ 18tr/m2 sở hữu ngay lô đất kiệt đường Lưu quang vũ. Gần Chợ Khái Tây-p Hoà Quý.👉👉Lô đất bê tông 5m thông thoáng.👉👉Dt 125m2. Ngang 5m👉👉Hướng...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chi-18tr-m2-so-huu-ngay-lo-kiet-duong-luu-quang-vu-gan-cho-khai-tay-p-hoa-quy-es3153761,2026-05-18T22:09:35
homedy_land_list,🍀bán lô đất khu nam việt á có thêm kiệt phía sau đường đoàn khuê.,7250.0,"7,25 Tỷ",72.5,100.0,,,,,,land,,,,"🍀Bán lô đất khu Nam Việt Á có thêm kiệt phía sau đường Đoàn Khuê.👉Đường: 11,5m thoáng đãng, xe cộ lưu thông thoải mái, vị trí lý tưởng để mở nhà thuốc,...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-khu-nam-viet-a-co-them-kiet-phia-sau-duong-doan-khue-es3152186,2026-05-18T22:09:46
homedy_land_list,🍀bán lô đất khu nam việt á có thêm kiệt phía sau đường đoàn khuê.,7250.0,"7,25 Tỷ",72.5,100.0,,,,,,land,,,,"🍀Bán lô đất khu Nam Việt Á có thêm kiệt phía sau đường Đoàn Khuê.👉Đường: 11,5m thoáng đãng, xe cộ lưu thông thoải mái, vị trí lý tưởng để mở nhà thuốc,...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-khu-nam-viet-a-co-them-kiet-phia-sau-duong-doan-khue-es3151991,2026-05-18T22:09:46
homedy_land_list,Chào bán lô đât nam việt á có thêm kiệt phía sau đường đoàn khuê.,5350.0,"5,35 Tỷ",62.21,86.0,,,,,,land,,,,"CHÀO BÁN LÔ ĐẤT Việt Á có thêm kiệt phía sau đường Đoàn Khuê.Bán lô đất Nam Việt Á có thêm kiệt phía sau đường Đoàn Khuê. Đường: 11,5m👉Diện tích: 100m2 👉...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chao-lo-nam-viet-a-co-them-kiet-phia-sau-duong-doan-khue-es3151849,2026-05-18T22:09:46
homedy_land_list,🍀bán lô đất khu nam việt á có thêm kiệt phía sau đường đoàn khuê.,7250.0,"7,25 Tỷ",72.5,100.0,,,,,,land,,,,"🍀Bán lô đất khu Nam Việt Á có thêm kiệt phía sau đường Đoàn Khuê.👉Đường: 11,5m thoáng đãng, xe cộ lưu thông thoải mái, vị trí lý tưởng để mở nhà thuốc,...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-khu-nam-viet-a-co-them-kiet-phia-sau-duong-doan-khue-es3151847,2026-05-18T22:09:46
homedy_land_list,"R 🔴bá.n đất đườngg phan tòng- đườngg 7,5m",6500.0,"6,5 Tỷ",56.52,115.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"r🔴Bá.n đất đườngg Phan Tòng- đườngg 7,5m📍 Ngũ Hành Sơn, Đà Nẵng.🔸 DT : 115m2 🔸 Đườngg 7,5m🔸 Vị trí: Nằm trên truc đườngg kinhh_doanh đườngg rộng 7,5m....",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/r-ba-n-duongg-phan-tong-75m-es3149293,2026-05-18T22:09:46
homedy_land_list,"R 🔴bá.n đất đườngg phan tòng- đườngg 7,5m",6500.0,"6,5 Tỷ",56.52,115.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"r🔴Bá.n đất đườngg Phan Tòng- đườngg 7,5m📍 Ngũ Hành Sơn, Đà Nẵng.🔸 DT : 115m2 🔸 Đườngg 7,5m🔸 Vị trí: Nằm trên truc đườngg kinhh_doanh đườngg rộng 7,5m....",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/r-ba-n-duongg-phan-tong-75m-es3149290,2026-05-18T22:09:46
homedy_land_list,"R 🔴bá.n đất đườngg phan tòng- đườngg 7,5m",6500.0,"6,5 Tỷ",56.52,115.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"r🔴Bá.n đất đườngg Phan Tòng- đườngg 7,5m📍 Ngũ Hành Sơn, Đà Nẵng.🔸 DT : 115m2 🔸 Đườngg 7,5m🔸 Vị trí: Nằm trên truc đườngg kinhh_doanh đườngg rộng 7,5m....",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/r-ba-n-duongg-phan-tong-75m-es3149090,2026-05-18T22:09:46
homedy_land_list,"🔴bá.n đất góc 2mt đườngg 10m5 bùi quốc khái, q ngũ hành sơn",7900.0,"7,9 Tỷ",50.0,158.0,,,8.3,10.5,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bá.n Đất Góc 2MT đườngg 10m5 Bùi Quốc Khái, Q Ngũ Hành Sơn- Q. Ngũ Hành Sơn, Đà Nẵng- DT: 158m2 ngang 8,3m , dài 20m- Mặt đường rộng 10.5m.- Vị trí đắc_địa:...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/ba-n-goc-2mt-duongg-10m5-bui-quoc-khai-q-es3148835,2026-05-18T22:09:46
homedy_land_list,"Cần bán lô đất đường phạm tuấn tài, ngũ hành sơn. - gía đầu tư",6550.0,"6,55 Tỷ",50.78,129.0,,,6.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Cần Bán lô đất đường Phạm Tuấn Tài, Ngũ Hành Sơn, Đà Nẵng- Dt: 129m2 (6x21,5)m. lô sạch đẹp B2-18- Đường: 10,5m, vỉa hè 5m- Vị trí: Nằm trên trục đường...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/can-lo-duong-pham-tuan-tai-gia-dau-tu-es3147711,2026-05-18T22:09:46
homedy_land_list,Cần bán đất 3 mặt tiền đường chế lan viên & trần văn dư - ngũ hành sơn - đà nẵng,63000.0,63 Tỷ,89.74,702.0,,,42.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán đất 3 mặt tiền đường Chế Lan Viên & Trần Văn Dư - Ngũ Hành Sơn - Đà Nẵng- DT: 702m2 (ngang 42m).- Vị trí: Cách bãi tắm biển Mỹ Khê tầm 300m, khu phố...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/can-3-mat-tien-duong-che-lan-vien-tran-van-du-es3147705,2026-05-18T22:09:46
homedy_land_list,🔴💥đất đường phạm tuấn tài (khu nam việt á),6550.0,"6,55 Tỷ",50.78,129.0,,,6.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,"🔴💥ĐẤT ĐƯỜNG PHẠM TUẤN TÀI (KHU NAM VIỆT Á)👉Bán đất đường Phạm Tuấn Tài, Ngũ Hành Sơn, Đà Nẵng👉Dt: 129m2 (ngang 6m) lô sạch đẹp B2-18👉Đường: 10,5m, vỉa...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/duong-pham-tuan-tai-khu-nam-viet-a-es3147689,2026-05-18T22:09:46
homedy_land_list,🔴💥đất 3 mặt tiền đường chế lan viên & trần văn dư,63000.0,63 Tỷ,89.74,702.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,🔴💥ĐẤT 3 MẶT TIỀN ĐƯỜNG CHẾ LAN VIÊN & TRẦN VĂN DƯ👉Bán đất 3 mặt tiền đường Chế Lan Viên & Trần Văn Dư - Ngũ Hành Sơn - Đà Nẵng👉DT: 702m2 (ngang...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/3-mat-tien-duong-che-lan-vien-tran-van-du-es3147686,2026-05-18T22:09:46
homedy_land_list,"Bán nhanh lô góc bùi quốc khái - vị trí đẹp - ngũ hành sơn, đà nẵng.",7900.0,"7,9 Tỷ",50.0,158.0,,,,10.0,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán nhanh Lô góc Bùi Quốc Khái - Ngũ Hành Sơn, Đà Nẵng.- Diện tích đất: 158m2 - Vị trí đắc địa – Lô góc 2 mặt tiền đường 10m5 - gần sông, Gần biển Tân Trà -...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nhanh-lo-goc-bui-quoc-khai-vi-tri-dep-es3147673,2026-05-18T22:09:46
homedy_land_list,"Bán nhanh lô góc bùi quốc khái - vị trí đẹp - ngũ hành sơn, đà nẵng.",7900.0,"7,9 Tỷ",50.0,158.0,,,,10.0,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán nhanh Lô góc Bùi Quốc Khái - Ngũ Hành Sơn, Đà Nẵng.- Diện tích đất: 158m2 - Vị trí đắc địa – Lô góc 2 mặt tiền đường 10m5 - gần sông, Gần biển Tân Trà -...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nhanh-lo-goc-bui-quoc-khai-vi-tri-dep-es3147653,2026-05-18T22:09:46
homedy_land_list,"Bán nhanh lô góc bùi quốc khái - vị trí đẹp - ngũ hành sơn, đà nẵng.",7900.0,"7,9 Tỷ",50.0,158.0,,,,10.0,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán nhanh Lô góc Bùi Quốc Khái - Ngũ Hành Sơn, Đà Nẵng.- Diện tích đất: 158m2 - Vị trí đắc địa – Lô góc 2 mặt tiền đường 10m5 - gần sông, Gần biển Tân Trà -...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nhanh-lo-goc-bui-quoc-khai-vi-tri-dep-es3147340,2026-05-18T22:09:46
homedy_land_list,"🔴bá.n đất góc 2mt đườngg 10m5 bùi quốc khái, q ngũ hành sơn",7900.0,"7,9 Tỷ",50.0,158.0,,,8.3,10.5,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bá.n Đất Góc 2MT đườngg 10m5 Bùi Quốc Khái, Q Ngũ Hành Sơn- Q. Ngũ Hành Sơn, Đà Nẵng- DT: 158m2 ngang 8,3m , dài 20m- Mặt đường rộng 10.5m.- Vị trí đắc_địa:...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/ba-n-goc-2mt-duongg-10m5-bui-quoc-khai-q-es3147226,2026-05-18T22:09:46
homedy_land_list,Chính chủ cần bán lô fpt trục shop house 144m2. Vị trí đầu hồi đẹp,6500.0,"6,5 Tỷ",45.14,144.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,Cần bán lô vị trị fpt trục shop house dt 144m2 giá rẻ nhất thị trường. Hướng : đông bắcDt:144m2Vị trí: lô 2 khu b2Liên hệ để giao dịch,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chinh-chu-can-lo-fpt-truc-shop-house-144m2-vi-tri-dau-hoi-dep-es3146920,2026-05-18T22:09:46
homedy_land_list,Bán đất khu đô thị fpt gần trục shop house dt 144m2 vị trí đẹp,6150.0,"6,15 Tỷ",42.71,144.0,,,6.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,Chính chủ còn lại duy nhất lô diện tích lớn 144m2 của khu đô thị fpt. Vị trí đẹp gần trụ shop house.Dt: 144m2 ngang 6 mHướng: bắc chếch đôngĐịa chỉ lô: lô...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/khu-do-thi-fpt-gan-truc-shop-house-dt-144m2-vi-tri-dep-es3146885,2026-05-18T22:09:46
homedy_land_list,🔴💥bán đất lô góc 2 mặt tiền đường bùi quốc khái & bát nàn công chúa,7600.0,"7,6 Tỷ",48.1,158.0,,,8.3,10.5,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán đất Lô góc 2 mặt tiền đường Bùi Quốc Khái & Bát Nàn Công Chúa- Q. Ngũ Hành Sơn, TP Đà Nẵng- Diện tích: 158m2 (8,3x20)m- Đường rộng 10.5m- Vị trí Lô...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-2-mat-tien-duong-bui-quoc-khai-bat-nan-cong-chua-es3146702,2026-05-18T22:09:57
homedy_land_list,"Bán 3 lô liền kề NGUYỄN THỨC ĐƯỜNG, Đông Hải, NHS, Đà Nẵng. * Đường 10m5, sát Trường Sa.",20000.0,20 Tỷ,66.45,301.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"/-heart Bán 3 lô liền kề NGUYỄN THỨC ĐƯỜNG, Đông Hải, NHS, Đà Nẵng.* Đường 10m5, sát Trường Sa.----------------------------------------⚡️Diện tích: 301m2...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/3-lo-lien-ke-nguyen-thuc-duong-dong-hai-nhs-10m5-sat-truong-sa-es3143355,2026-05-18T22:09:57
homedy_land_list,"Bán 3 lô liền kề NGUYỄN THỨC ĐƯỜNG, Đông Hải, NHS, Đà Nẵng. * Đường 10m5, sát Trường Sa",20000.0,20 Tỷ,66.45,301.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán 3 lô liền kề NGUYỄN THỨC ĐƯỜNG, Đông Hải, NHS, Đà Nẵng.* Đường 10m5, sát Trường Sa.----------------------------------------⚡️Diện tích: 301m2 (ngang...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/3-lo-lien-ke-nguyen-thuc-duong-dong-hai-nhs-10m5-sat-truong-sa-es3143354,2026-05-18T22:09:57
homedy_land_list,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng",7550.0,"7,55 Tỷ",47.48,159.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng———- Lô góc: 158,3m2- Đường: Bù Quốc Khái(10m5) và Bát Nàng Công Chúa-...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-158-3m2-duong-bui-quoc-khai-va-bat-cong-chua-bai-tam-tan-tra-es3143336,2026-05-18T22:09:57
homedy_land_list,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng",7550.0,"7,55 Tỷ",47.48,159.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng———- Lô góc: 158,3m2- Đường: Bù Quốc Khái(10m5) và Bát Nàng Công Chúa-...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-158-3m2-duong-bui-quoc-khai-va-bat-cong-chua-bai-tam-tan-tra-es3143334,2026-05-18T22:09:57
homedy_land_list,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng",7550.0,"7,55 Tỷ",47.48,159.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng———- Lô góc: 158,3m2- Đường: Bù Quốc Khái(10m5) và Bát Nàng Công Chúa-...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-158-3m2-duong-bui-quoc-khai-va-bat-cong-chua-bai-tam-tan-tra-es3142757,2026-05-18T22:09:57
homedy_land_list,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng",7550.0,"7,55 Tỷ",47.48,159.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng———- Lô góc: 158,3m2- Đường: Bù Quốc Khái(10m5) và Bát Nàng Công Chúa-...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-158-3m2-duong-bui-quoc-khai-va-bat-cong-chua-bai-tam-tan-tra-es3142754,2026-05-18T22:09:57
homedy_land_list,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng",7550.0,"7,55 Tỷ",47.78,158.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô góc 158.3m2, đường Bùi Quốc Khái và Bát Nàng Công Chúa, bãi tắm Tân Trà Đà Nẵng———- Lô góc: 158,3m2- Đường: Bù Quốc Khái(10m5) và Bát Nàng Công Chúa-...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-158-3m2-duong-bui-quoc-khai-va-bat-cong-chua-bai-tam-tan-tra-es3142753,2026-05-18T22:09:57
homedy_land_list,"Cặp đường Lê Như Hổ, Hòa hải, ngũ hành sơn, ĐN 250m2 giá 8,8 tỷ",8.8,"8,8 Triệu",0.04,250.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Đất nền nằm tại đường Lê Như Hổ, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng, diện tích 250m², giá chỉ 8,8 tỷ VND.Mặt tiền rộng 10m, thuận lợi cho việc kinh doanh...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/cap-duong-le-nhu-ho-hoa-hai-dn-250m2-gia-88-ty-es3142703,2026-05-18T22:09:57
homedy_land_list,"Cần chuyển nhượng lô góc bùi quốc khái , - dt 158m2 - gần sông, gần biển",7600.0,"7,6 Tỷ",48.1,158.0,,,8.3,,,land,,,,"Cần chuyển nhượng Lô góc Bùi Quốc Khái , - DT 158m2 - gần sông, gần biển- Diện tích: 158 m2 ( 8,3 x 20)m- Giá chỉ: 7,6 tỷ ( LV chính chủ)- Địa chỉ: Đường...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/can-chuyen-nhuong-lo-goc-bui-quoc-khai-dt-158m2-gan-song-bien-es3142301,2026-05-18T22:09:57
homedy_land_list,🔴💥bán đất lô góc 2 mặt tiền đường bùi quốc khái & bát nàn công chúa,7600.0,"7,6 Tỷ",48.1,158.0,,,8.3,10.5,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán đất Lô góc 2 mặt tiền đường Bùi Quốc Khái & Bát Nàn Công Chúa- Q. Ngũ Hành Sơn, TP Đà Nẵng- Diện tích: 158m2 (8,3x20)m- Đường rộng 10.5m- Vị trí Lô...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-2-mat-tien-duong-bui-quoc-khai-bat-nan-cong-chua-es3142061,2026-05-18T22:09:57
homedy_land_list,🔴💥bán đất đườn lê hữu khánh - trục thông thẳng sông hàn,16500.0,"16,5 Tỷ",82.5,200.0,,,10.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,Bán đất đường LÊ HỮU KHÁNH - trục thông thẳng sông Hàn- Ngũ Hành Sơn - Đà Nẵng- Diện tích: 200m (10x20)m- Đường: 7m5 Vỉa hè: 4m- Vị trí: trục thông thẳng...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/duon-le-huu-khanh-truc-thong-thang-song-han-es3140388,2026-05-18T22:09:57
